id,revenue
3001,31277181.20309701
3002,9466931.312389137
3003,41568966.97134122
3004,13753298.2779993
3005,5850197.6777068935
3006,33766737.02937647
3007,14910498.937105555
3008,41357653.47207733
3009,52118418.95740357
3010,257482635.5246845
3011,7569589.765772525
3012,4316575.708449563
3013,34582014.42521273
3014,4958129.545354744
3015,49187914.55593808
3016,13153356.047974408
3017,93606101.46558236
3018,268267720.56332383
3019,31390033.332164645
3020,614547496.6722618
3021,41951427.21655373
3022,73243961.67145744
3023,13277374.239378922
3024,42169386.73436302
3025,6446021.848941519
3026,67946333.97117078
3027,25875164.021017283
3028,103530398.94468151
3029,3335675.766431381
3030,55983484.91282602
3031,27157218.26213597
3032,23097856.305278152
3033,4923366.219910868
3034,3043763.3576015485
3035,31345656.82788422
3036,24088679.37048848
3037,75200998.65814382
3038,83923707.59978664
3039,16413822.966097884
3040,11949838.416788707
3041,24863810.85776648
3042,15485653.987642024
3043,32557738.462727904
3044,14390369.054877168
3045,419238111.372611
3046,19194921.56371618
3047,57015520.98485794
3048,34149081.22666428
3049,39702010.77548102
3050,53506976.5427566
3051,7696540.714372987
3052,40042086.29778118
3053,4797586.249087331
3054,17612694.913947865
3055,54161928.95448607
3056,4514937.11353862
3057,110907687.34650941
3058,740214906.0781368
3059,2840630.0293686115
3060,187811492.68597335
3061,60141897.192194805
3062,64007363.80684211
3063,41044508.2444116
3064,128882343.35711227
3065,48405678.88237836
3066,122431954.65571061
3067,32451398.13146097
3068,49413362.11519924
3069,449446851.82443696
3070,4583133.358718651
3071,23331959.664408162
3072,630296642.7676039
3073,21291873.798714805
3074,1995465.930584927
3075,67799394.37679818
3076,222676315.12133434
3077,32339547.290889904
3078,107380904.72842912
3079,52164664.67904194
3080,155669716.31068
3081,36607725.97749834
3082,39474371.380302146
3083,31921920.70460868
3084,8309076.223186646
3085,18903083.220770147
3086,81851273.91444175
3087,13039069.984133456
3088,6000781.720833001
3089,2939387.0255617364
3090,43439320.84519209
3091,40940772.75631418
3092,27232189.679236475
3093,210154402.13754544
3094,124647699.31683415
3095,53108434.40440499
3096,10785666.363205796
3097,819560502.1888177
3098,31355024.882030062
3099,91383805.76295792
3100,35240081.10772775
3101,46419013.26554319
3102,13073192.879387282
3103,19072156.432609748
3104,18620075.996276002
3105,174476641.83354264
3106,119335024.40824102
3107,34185962.65891574
3108,47331692.70035727
3109,44377288.414978884
3110,437757991.9691314
3111,7077496.696596658
3112,6426722.195907656
3113,44762915.09049542
3114,21918300.465576336
3115,32341634.615475774
3116,29344277.417267118
3117,5681783.253061044
3118,32749092.873954087
3119,237763362.64032313
3120,209433600.4500878
3121,6265742.839186872
3122,21392309.895743202
3123,25136253.676616292
3124,12566201.254959822
3125,2816534.29421514
3126,44897516.86238213
3127,30539437.864105657
3128,50481256.28648608
3129,97952532.67407002
3130,36894033.35603865
3131,23015077.187012725
3132,11164979.91561158
3133,15349801.60329996
3134,39921430.5021757
3135,16534172.836130703
3136,19363228.891355786
3137,319975563.02955705
3138,4617062.544844413
3139,38410669.33336913
3140,62945306.66694911
3141,34302827.720104635
3142,14492960.305439914
3143,209424558.12281817
3144,25112637.510080803
3145,44460574.89105716
3146,3663367.7462657336
3147,50659014.766785696
3148,28306963.315261796
3149,148112035.02158746
3150,85951524.79967661
3151,18926199.324568704
3152,28654041.442684006
3153,41491738.33446448
3154,23432885.81815866
3155,18093196.100212764
3156,23256182.244162474
3157,32034193.434158493
3158,107378289.57461539
3159,49492437.91301018
3160,25995860.02355531
3161,3404639.7084241956
3162,36923106.00984445
3163,49603517.341882065
3164,12565240.283439234
3165,5721196.623116264
3166,3059095.982240883
3167,56774644.81303555
3168,17124833.080854498
3169,55763404.10087824
3170,19792391.404239375
3171,51240691.60995748
3172,37738244.74849614
3173,3521498.819305295
3174,7656604.502164526
3175,21332424.95989442
3176,15665558.081246888
3177,42005584.78196567
3178,12151600.06276486
3179,15538206.641386867
3180,38827451.24832525
3181,7819174.872367493
3182,195786456.55434948
3183,39362646.29569179
3184,37187028.258727506
3185,148354565.03408313
3186,46051199.132411405
3187,25270564.807559013
3188,18562804.553877827
3189,97799627.79039358
3190,41049511.76082897
3191,30670452.98846378
3192,36758516.520185985
3193,106857407.85340212
3194,102677716.05852827
3195,1892986.599369207
3196,34042412.950479314
3197,20194337.971624345
3198,103724183.43364483
3199,269754233.76586187
3200,28314294.68717796
3201,44929849.9461351
3202,65956164.028393
3203,14519123.59533235
3204,22473134.59619598
3205,7144955.7506994335
3206,40209540.87445516
3207,40884782.75338406
3208,25248621.79322928
3209,16253877.944718767
3210,420320869.3573263
3211,19525781.31940572
3212,47446802.46997998
