id,revenue
3001,137994871.3195469
3002,-13856020.946168415
3003,63182339.7233646
3004,-9535291.236376368
3005,-26459467.641204234
3006,66630893.85214362
3007,2914289.863837905
3008,76757411.81123513
3009,57741068.883790575
3010,258560538.80386233
3011,-10723414.737732656
3012,-9817600.631298512
3013,11927219.633932002
3014,-11091177.80956278
3015,85928702.53318468
3016,7948506.2303305045
3017,109416998.18087238
3018,235249741.54459155
3019,35182494.599848755
3020,574647359.1727353
3021,62890540.02566991
3022,78341465.29933432
3023,-8955936.325500414
3024,31358422.80645127
3025,23077249.874841787
3026,83781350.0522199
3027,-49124284.92763524
3028,112931810.82027423
3029,40117943.467728
3030,69190567.86646765
3031,22074708.937098227
3032,19631523.771493025
3033,-20880611.859041497
3034,-61238398.80279294
3035,31776722.388452582
3036,-27442344.263490982
3037,74397272.08295968
3038,60816549.4577435
3039,26218493.941883676
3040,-37500074.80488619
3041,20689238.11984753
3042,12989462.50234241
3043,11885709.345484413
3044,8222959.067331843
3045,389055491.5300137
3046,39106783.14358575
3047,100463435.69313732
3048,-7755068.979601048
3049,79044829.58469513
3050,38965010.03444674
3051,-53211543.35879253
3052,23230567.633138306
3053,-8628747.42074918
3054,69965881.34346756
3055,102587134.87519488
3056,-62306039.984261066
3057,121666802.72181311
3058,540457027.7427837
3059,13931610.177048407
3060,103929766.47459531
3061,60687551.59759138
3062,152840101.3740166
3063,36357027.23359371
3064,176021685.96960086
3065,58078136.15534354
3066,117300358.64731318
3067,24693833.279713683
3068,65644272.80866327
3069,362563688.9832536
3070,5346067.311527841
3071,8929170.526486985
3072,461970125.2422826
3073,37098557.93564252
3074,-16044101.522300802
3075,57025308.81684419
3076,177586142.8116547
3077,19477212.85958164
3078,79923742.71930525
3079,52012590.92759774
3080,133252292.65313113
3081,12382737.702318363
3082,43644456.8629692
3083,33769756.96039543
3084,3790362.5161343887
3085,19896800.53038881
3086,106301904.3406632
3087,4816508.005156539
3088,20438672.554304413
3089,15119271.07709317
3090,64189786.40386023
3091,64941863.12167076
3092,28847241.309246607
3093,210244696.7302022
3094,137543637.22026327
3095,80017951.12178808
3096,-4376946.531818278
3097,724689599.8205531
3098,16065194.631383859
3099,83734244.66545063
3100,48174970.415481724
3101,38318472.19973173
3102,14925846.056852207
3103,60722478.449130155
3104,5476570.119940408
3105,202687715.74486366
3106,208116133.4750701
3107,35236533.51714412
3108,15259086.266844712
3109,80559110.83794206
3110,411596510.93708897
3111,12719010.87066397
3112,-72366254.81040093
3113,24902712.483077727
3114,99897083.2407769
3115,37565250.92922587
3116,12337249.406051181
3117,-28178699.320271097
3118,64152471.33259291
3119,273825885.37115026
3120,259543419.09013116
3121,-18257291.242680065
3122,7650927.2189007625
3123,26736797.833392285
3124,59086173.9623336
3125,-57040160.08501306
3126,31975770.492399193
3127,30155703.970224284
3128,62888881.626875706
3129,109913718.59343946
3130,12406417.0787464
3131,-6744372.6899021715
3132,8534200.033910409
3133,110750078.37437803
3134,72407156.76894209
3135,18347655.695469446
3136,-10988977.324198686
3137,226637363.17323607
3138,-12374697.844182357
3139,52905583.67037634
3140,63664671.534449406
3141,15878025.540571727
3142,-7741582.449024372
3143,201744627.83157888
3144,57036587.81399638
3145,92133337.21003225
3146,-8775974.906818986
3147,43489989.44066825
3148,25855965.398902334
3149,142684017.35683888
3150,128917922.25673613
3151,-8109643.351934783
3152,-40642054.23420071
3153,58363577.536127634
3154,10113473.132772274
3155,-29174495.961033843
3156,18005822.754291095
3157,23743935.49447637
3158,112319263.2401866
3159,96458809.71600792
3160,-20413410.918118402
3161,-4702556.522747658
3162,10629901.505904965
3163,47344802.950126715
3164,-26612302.86256982
3165,5455739.027226359
3166,24398803.833706
3167,89191041.5600175
3168,-33091274.935584992
3169,130150620.71201703
3170,60809131.38601429
3171,85034008.19307363
3172,55521946.69328355
3173,17616012.027453616
3174,-15408812.659128986
3175,48963193.92911603
3176,-5764847.381802283
3177,72334242.94175923
3178,-11578138.697211072
3179,-10471780.692881592
3180,39759960.31512294
3181,-8992553.9537405
3182,184105337.93239847
3183,30297713.23148883
3184,-7958631.496758729
3185,170391326.88141847
3186,61933868.74643203
3187,45719528.587734945
3188,-6213873.181809597
3189,109819584.65373161
3190,33633270.48544679
3191,25129114.042412527
3192,151423663.2323749
3193,175867625.08207548
3194,68072309.21960261
3195,-51725519.42973238
3196,27911496.095897995
3197,93723881.3215028
3198,155826564.66668567
3199,271570206.22512186
3200,19202593.977523945
3201,11243324.135583974
3202,57442616.27938042
3203,1843001.8712713346
3204,9483850.417275496
3205,-39052108.3668931
3206,-552677.3777328208
3207,55324983.52699525
3208,-39265847.447462514
3209,2480123.0862690434
3210,397574466.429927
3211,8927325.640686862
3212,90072788.8288295
3213,96291272.29015052
3214,-21970693.04268073
3215,-2603801.4336448014
3216,29075908.700019933
3217,335920817.7169347
3218,67858511.00673485
3219,-17523790.498089675
3220,73312645.52707362
3221,-17794877.256871533
3222,23906712.660944425
3223,56959838.59820578
3224,-3887020.112853907
3225,7329605.020424284
3226,12016424.85556025
3227,125853742.36525571
3228,238862136.19583595
3229,149717740.12072617
3230,7442217.74874679
3231,35762289.79550899
3232,13404319.288458832
3233,25581882.265452944
3234,-18193696.22741347
3235,45408236.22925899
3236,-995405.9971284941
3237,15757572.080223404
3238,12602186.801519267
3239,-15866788.937257849
3240,321953829.3871615
3241,-5864683.377874605
3242,74809744.74198058
3243,35070018.65528045
3244,-27778120.67979534
3245,1628299.5643507913
3246,79439091.72942486
3247,42192252.42825016
3248,67381868.03805602
3249,78652735.71383232
3250,359190868.8445866
3251,-1283650.8712894842
3252,27784039.75292293
3253,8562778.829286613
3254,-64725358.77627214
3255,15494761.677509062
3256,53513789.96316079
3257,3153585.8235682026
3258,182904858.09524214
3259,50704969.13038037
3260,10426045.538884185
3261,364201014.10035026
3262,95690541.68506414
3263,69539261.04561573
3264,-12039393.154651381
3265,-3006982.6283970103
3266,-24550591.504666768
3267,24210078.652355008
3268,-34488180.442732744
3269,25519635.53755673
3270,90412881.88556916
3271,21559575.662056305
3272,53962908.94609115
3273,-117041225.46550637
3274,298534034.1325995
3275,-17644183.008996695
3276,38925065.19953207
3277,-18731303.952453174
3278,144423103.245002
3279,58289959.36692787
3280,367883266.2178292
3281,-33763020.436747946
3282,-17500841.26348648
3283,420533310.6652448
3284,22348146.78155657
3285,74597422.96900973
3286,-10812142.814466506
3287,34275277.411169596
3288,-37922993.314526685
3289,55214186.05524785
3290,88399840.18763024
3291,44477725.211977474
3292,185229301.4881432
3293,100004378.46341592
3294,-12774811.593501583
3295,7167113.579961367
3296,1443387.8726317063
3297,11428807.895600341
3298,46428491.546780534
3299,-15349126.031204425
3300,11241111.554954134
3301,3394378.8942911997
3302,159091129.09891793
3303,-6100117.216095805
3304,5362625.124209113
3305,13066761.729450338
3306,-17926041.79891318
3307,46042184.33561737
3308,40009197.47057379
3309,21285907.51579053
3310,1266712.0325984135
3311,148490561.79307768
3312,40728323.43861941
3313,93539497.60521328
3314,55698619.2552383
3315,136537927.46544182
3316,18032870.934257112
3317,8621332.56867864
3318,-418160.06605870277
3319,30328376.931268252
3320,24437208.854792915
3321,15567524.956013463
3322,28344062.539886393
3323,147997231.31511968
3324,-21412946.207025625
3325,170040173.91771343
3326,204034815.3005705
3327,57256363.13284541
3328,59211290.106403045
3329,-6370665.670119934
3330,138953316.8533211
3331,1291494.6564947292
3332,39434606.998492576
3333,264920960.96549797
3334,17977940.588614114
3335,101891397.44416034
3336,25426991.837938793
3337,-25097784.79666703
3338,-228494.089994438
3339,-4782412.433015466
3340,96214721.91860482
3341,20051585.966961093
3342,24971550.75379253
3343,50329452.89672566
3344,-4794723.368189134
3345,43635236.48386926
3346,65229954.60050056
3347,-5554814.14815148
3348,73444013.87549934
